PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
79067;OCCT11114/21;FOX 00211;27/01/2022;22/0173306-5;5,432400;NUTRAMAX S.A.;773188;"NOME COMERCIAL: CREATINA MONOIDRATADA 20 MESH - A CREATINA É UM COMPOSTO DE AMINOÁCIDOS NATURALMENTE PRESENTE NAS FIBRAS MUSCULARES E NO CÉREBRO, MAS PRODUZIDA COMERCIALMENTE POR HIDRÓLISE DE PROTEÍNAS - NOME IUPAC: ÁCIDO 2-(CARBAMIMIDOIL-METIL-AMINO)ACÉTICO - SINÔNIMOS: CREATINE; METHYL GLYCOCYAMINE; ALPHA-METHYLGUANIDO]ACETIC ACID; (A-METHYLGUANIDO)ACETIC ACID; N-GUANYL-N-METHYLGLYCINE; N-METHYL-N-GUANYLGLYCINE; N-(AMINOIMINOMETHYL)-N-METHYL-GLYCINE; - CAS: 57-00-1 - EINECS (EC#): 200-306-6 - FÓRMULA MOLECULAR: C4H9N3O2 - PESO MOLECULAR: 131,13 G/MOL - ESTADO FÍSICO:  PÓ BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A CREATINA É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS ESPORTIVOS VISANDO O AUMENTO DA FORÇA EM TRABALHOS FÍSICOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224990;1;;NINGXIA HENGKANG TECHNOLOGY CO., LTD;NINGXIA BAOMA PHARM LIMITED COMPANY;21.000,000;5949-C3;QUILOGRAMALIQUIDO;181836;1.368.964,80;73.154,06;1.758,83;756,88;1.444.634,57;0,00;0.00%;0,00;0.0%;33.753,55;30.337,32;2.1%;139.407,23;9.65%;0,00;1.831.258,51;183.125,85;10.0%;87,20;21.000,00;0,00;0,00;1.831.258,51
79091;OCCT11138/21;FOX 00210;18/01/2022;22/0116014-6;5,505800;NUTRAMAX S.A.;651838;"NOME COMERCIAL: L-CARNITINA L-TARTARATO (EM PÓ) L-CARNITINA É UM DERIVADO NATURAL DE AMINOÁCIDO USADO COMO SUPLEMENTO PRA PERDA DE PESO. L-CARNITINA L-TARTARATO É O SAL DA L-CARNITINA COM ÁCIDO TARTÁRICO E QUE APRESENTA ATIVIDADE ANTIOXIDANTE E QUÍMIOPROTETORA. NOMES QUÍMICOS: L-CARNITINA L-TARTARATO SINÔNIMOS: (R)-BIS[(3-CARBOXY- 2- HYDROXYPROPYL) TRIMETHYL AMMONIUM] L-TARTRATE; L-(-)-CARNITINE-L-(- )-TARTRATE; L-CARNITINE LTARTRATE; L-CARNITINE TARTRATE; L-CARNITINE- 1-TARTRATE;L-CARNITINETARTRATE,POWDER; LCARNITINE L-TARTRATE (FACTORY STANDARD); L-CARNIPURE(R) TARTRATE - CAS: 36687-82-8 FÓRMULA MOLECULAR: C11H19NO8 PESO MOLECULAR: 293,27 G/MOL ASPECTO FÍSICO: PÓ BRANCO OU OFFWHITE, CRISTALINO -ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO A L-CARNITINA L-TARTARATO É UTILIZADA PRINCIPALMENTE EM ALIMENTOS, BEBIDAS E SUPLEMENTOS COMO FONTE DE L-CARNITINA PARA FINS NUTRICIONAIS E METABÓLICOS ESPECÍFICOS, COMO POR EXEMPLO REDUZIR A DOR, MELHORAR O FLUXO DE OXIGÊNIO, AUMENTAR A DENSIDADE DOS RECEPTORES DE ANDRÓGENOS E ELEVAR A OXIDAÇÃO DA GORDURA PÓS-EXERCÍCIO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. L-CARNITINA - NUTRAMAX. LOTE: LT201216. DATA DE PRODUÇÃO: 10/12/2020. DATA DE VALIDADE: 10/12/2023.";29239090;1;;LIAONING KONCEPNUTRA CO., LTD.;LIAONING KONCEPNUTRA CO., LTD.;1.800,000;5949-C3;QUILOGRAMALIQUIDO;180636;297.313,20;15.429,32;298,13;247,50;313.288,15;0,00;0.00%;0,00;0.0%;11.589,10;0,00;0.0%;0,00;0.0%;0,00;360.974,71;36.097,47;10.0%;200,54;1.800,00;0,00;0,00;360.974,71
79091;OCCT11138/21;FOX 00210;18/01/2022;22/0116014-6;5,505800;NUTRAMAX S.A.;651838;"NOME COMERCIAL: L-CARNITINA L-TARTARATO (EM PÓ) L-CARNITINA É UM DERIVADO NATURAL DE AMINOÁCIDO USADO COMO SUPLEMENTO PRA PERDA DE PESO. L-CARNITINA L-TARTARATO É O SAL DA L-CARNITINA COM ÁCIDO TARTÁRICO E QUE APRESENTA ATIVIDADE ANTIOXIDANTE E QUÍMIOPROTETORA. NOMES QUÍMICOS: L-CARNITINA L-TARTARATO SINÔNIMOS: (R)-BIS[(3-CARBOXY- 2- HYDROXYPROPYL) TRIMETHYL AMMONIUM] L-TARTRATE; L-(-)-CARNITINE-L-(- )-TARTRATE; L-CARNITINE LTARTRATE; L-CARNITINE TARTRATE; L-CARNITINE- 1-TARTRATE;L-CARNITINETARTRATE,POWDER; LCARNITINE L-TARTRATE (FACTORY STANDARD); L-CARNIPURE(R) TARTRATE - CAS: 36687-82-8 FÓRMULA MOLECULAR: C11H19NO8 PESO MOLECULAR: 293,27 G/MOL ASPECTO FÍSICO: PÓ BRANCO OU OFFWHITE, CRISTALINO -ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO A L-CARNITINA L-TARTARATO É UTILIZADA PRINCIPALMENTE EM ALIMENTOS, BEBIDAS E SUPLEMENTOS COMO FONTE DE L-CARNITINA PARA FINS NUTRICIONAIS E METABÓLICOS ESPECÍFICOS, COMO POR EXEMPLO REDUZIR A DOR, MELHORAR O FLUXO DE OXIGÊNIO, AUMENTAR A DENSIDADE DOS RECEPTORES DE ANDRÓGENOS E ELEVAR A OXIDAÇÃO DA GORDURA PÓS-EXERCÍCIO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. L-CARNITINA - NUTRAMAX. LOTE: LT201216. DATA DE PRODUÇÃO: 10/12/2020. DATA DE VALIDADE: 10/12/2023.";29239090;1;;LIAONING KONCEPNUTRA CO., LTD.;LIAONING KONCEPNUTRA CO., LTD.;200,000;5949-C3;QUILOGRAMALIQUIDO;180636;33.585,38;1.714,37;33,65;27,50;35.360,90;0,00;0.00%;0,00;0.0%;1.309,14;0,00;0.0%;0,00;0.0%;0,00;40.744,49;4.074,45;10.0%;203,72;200,00;0,00;0,00;40.744,49
79091;OCCT11138/21;FOX 00210;18/01/2022;22/0116014-6;5,505800;NUTRAMAX S.A.;478202;"NOME COMERCIAL: L-CARNITINA BASE OU L-CARNITINA (EM PÓ) - L-CARNITINA É UM COMPOSTO QUATERNÁRIO DE AMÔNIO ENVOLVIDO NO METABOLISMO DA MAIOR PARTE DOS MAMÍFEROS, PLANTAS E ALGUMAS BACTÉRIAS. ENCONTRADA EM QUASE TODAS AS CÉLULAS DO ORGANISMO, ATUA NA GERAÇÃO DE ENERGIA (ATP), A PARTIR DE ÁCIDOS GRAXOS (GORDURA). AJUDA A MELHORAR OS NÍVEIS DE COLESTEROL BOM (HDL) MELHORANDO O FUNCIONAMENTO DO CORAÇÃO E DA CIRCULAÇÃO SANGUÍNEA - NOMES QUÍMICOS: L-CARNITINA - SINÔNIMOS: 4-AMINO-3-HYDROXYBUTYRIC ACID; TRIMETHYLBETAINE 4-TRIMETHYLAMINO-3- HYDROXYBUTYRATE; (R)-3-CARBOXY-2-HYDROXYN,N,N-TRIMETHYL-1- PROPANAMINIUM HYDROXIDE; - NOME IUPAC: (3R)-3-HYDROXY-4- (TRIMETHYLAZANIUMYL) BUTANOATE - CAS: 541-15-1 - FÓRMULA MOLECULAR: C7H15NO3 - PESO MOLECULAR: 161,20 G/MOL - EINECS: 208-768-0 - ASPECTO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE - ACONDICIONADO EM BARRICA DE 25 KG PESO LÍQUIDO - A L-CARNITINA É UTILIZADA PRINCIPALMENTE EM ALIMENTOS, BEBIDAS E SUPLEMENTOS PARA PERDA DE PESO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29239090;2;;LIAONING KONCEPNUTRA CO., LTD.;;1.800,000;5949-C3;QUILOGRAMA LIQUIDO;180636;327.044,52;15.429,32;327,91;247,50;343.049,24;0,00;0.00%;0,00;0.0%;12.748,01;0,00;0.0%;0,00;0.0%;0,00;395.330,28;39.533,03;10.0%;219,63;1.800,00;0,00;0,00;395.330,28
79091;OCCT11138/21;FOX 00210;18/01/2022;22/0116014-6;5,505800;NUTRAMAX S.A.;478202;"NOME COMERCIAL: L-CARNITINA BASE OU L-CARNITINA (EM PÓ) - L-CARNITINA É UM COMPOSTO QUATERNÁRIO DE AMÔNIO ENVOLVIDO NO METABOLISMO DA MAIOR PARTE DOS MAMÍFEROS, PLANTAS E ALGUMAS BACTÉRIAS. ENCONTRADA EM QUASE TODAS AS CÉLULAS DO ORGANISMO, ATUA NA GERAÇÃO DE ENERGIA (ATP), A PARTIR DE ÁCIDOS GRAXOS (GORDURA). AJUDA A MELHORAR OS NÍVEIS DE COLESTEROL BOM (HDL) MELHORANDO O FUNCIONAMENTO DO CORAÇÃO E DA CIRCULAÇÃO SANGUÍNEA - NOMES QUÍMICOS: L-CARNITINA - SINÔNIMOS: 4-AMINO-3-HYDROXYBUTYRIC ACID; TRIMETHYLBETAINE 4-TRIMETHYLAMINO-3- HYDROXYBUTYRATE; (R)-3-CARBOXY-2-HYDROXYN,N,N-TRIMETHYL-1- PROPANAMINIUM HYDROXIDE; - NOME IUPAC: (3R)-3-HYDROXY-4- (TRIMETHYLAZANIUMYL) BUTANOATE - CAS: 541-15-1 - FÓRMULA MOLECULAR: C7H15NO3 - PESO MOLECULAR: 161,20 G/MOL - EINECS: 208-768-0 - ASPECTO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE - ACONDICIONADO EM BARRICA DE 25 KG PESO LÍQUIDO - A L-CARNITINA É UTILIZADA PRINCIPALMENTE EM ALIMENTOS, BEBIDAS E SUPLEMENTOS PARA PERDA DE PESO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29239090;2;;LIAONING KONCEPNUTRA CO., LTD.;;200,000;5949-C3;QUILOGRAMA LIQUIDO;180636;36.888,86;1.714,37;36,96;27,50;38.667,69;0,00;0.00%;0,00;0.0%;1.437,91;0,00;0.0%;0,00;0.0%;0,00;44.561,77;4.456,18;10.0%;222,81;200,00;0,00;0,00;44.561,77
79146;OCCT11193/21;FOX 00212;10/01/2022;22/0056415-4;5,675300;NUTRAMAX S.A.;626820;NOME COMERCIAL: CROSCARMELOSE SÓDICA HILOSE - A CROSCARMELOSE SÓDICA É UMA CARBOXIMETILCELULOSE COM LIGAÇÕES INTERNAS CRUZADAS - NOMES QUÍMICOS: CROSS-LINKED CARBOXYMETHYL CELLULOSE, CROSS-LINKED SODIUM CMC, CROSSLINKED CMC, CROSCARMELLOSE SODIUM, CROSS-LINKED CELLULOSE GUM - INS: 468 - CAS: 74811-65-7 - E-NUMBER 468 - FÓRMULA MOLECULAR: C6H7O2(OR1)(OR2)(OR3) - PESO MOLECULAR: VARIÁVEL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE - ACONDICIONADO EM SACOS DE 20 KG PESO LÍQUIDO. A CROSCARMELOSE SÓDICA É PRINCIPALMENTE USADA COMO SUPERDESINTEGRANTE EM COMPRIMIDOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39123111;1;;SIGACHI INDUSTRIES LIMITED;SIGACHI INDUSTRIES LIMITED;500,000;5949-C3;QUILOGRAMALIQUIDO;180326;19.869,23;2.429,03;36,21;41,00;22.375,46;2.819,31;12.60%;1.259,73;5.0%;2.500,77;469,88;2.1%;2.159,22;9.65%;0,00;33.694,04;3.369,40;10.0%;67,39;500,00;424,97;0,00;35.378,74
79146;OCCT11193/21;FOX 00212;10/01/2022;22/0056415-4;5,675300;NUTRAMAX S.A.;626817;CELULOSE MICROCRISTALINA HICEL 50M - CELULOSE MICROCRISTALINA É O NOME GENÉRICO PARA O POLÍMERO NATURAL COMPOSTO DE UNIDADES DE GLICOSE CONECTADAS ENTRE SI POR LIGAÇÕES GLICOSÍDICAS DO TIPO B-1,4 - NOMES QUÍMICOS: CELULOSE, CELULOSE MICROCRISTALINA, CELLULOSE GEL - INS: 460(I) - CAS: 9004-34-6 - EINECS: 232-674-9 - FÓRMULA MOLECULAR: [C6 H10O5 ]N - PESO MOLECULAR: VARIÁVEL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE, FINO OU GRANULADO. ACONDICIONADO EM SACOS DE 20 KG PESO LÍQUIDO. A CELULOSE MICROCRISTALINA É A POLPA DE MADEIRA REFINADA LARGAMENTE USADA COMO TEXTURIZANTE, AGENTE ANTIUMECTANTE, SUBSTITUTO DE GORDURA, EMULSIFICANTE E AGENTE DE CORPO NA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, COMPRIMIDOS ETC. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39129031;2;;SIGACHI INDUSTRIES LIMITED;SIGACHI INDUSTRIES LIMITED;6.000,000;5949-C3;QUILOGRAMALIQUIDO;180326;90.305,37;29.148,34;165,06;492,00;120.110,78;15.133,96;12.60%;6.762,23;5.0%;11.365,96;2.522,32;2.1%;11.590,69;9.65%;0,00;178.581,90;17.858,19;10.0%;29,76;6.000,00;2.166,87;0,00;187.511,00
79146;OCCT11193/21;FOX 00212;10/01/2022;22/0056415-4;5,675300;NUTRAMAX S.A.;626818;NOME COMERCIAL: CELULOSE MICROCRISTALINA HICEL 90M - CELULOSE MICROCRISTALINA É O NOME GENÉRICO PARA O POLÍMERO NATURAL COMPOSTO DE UNIDADES DE GLICOSE CONECTADAS ENTRE SI POR LIGAÇÕES GLICOSÍDICAS DO TIPO B-1,4 - NOMES QUÍMICOS: CELULOSE, CELULOSE MICROCRISTALINA, CELLULOSE GEL - INS: 460(I) - CAS: 9004-34-6 - EINECS: 232-674-9 - FÓRMULA MOLECULAR: [C6 H10O5 ]N - PESO MOLECULAR: VARIÁVEL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE, FINO OU GRANULADO. ACONDICIONADO EM SACOS DE 20 KG PESO LÍQUIDO. A CELULOSE MICROCRISTALINA É A POLPA DE MADEIRA REFINADA LARGAMENTE USADA COMO TEXTURIZANTE, AGENTE ANTIUMECTANTE, SUBSTITUTO DE GORDURA, EMULSIFICANTE E AGENTE DE CORPO NA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, COMPRIMIDOS ETC. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39129031;2;;SIGACHI INDUSTRIES LIMITED;SIGACHI INDUSTRIES LIMITED;3.500,000;5949-C3;QUILOGRAMALIQUIDO;180326;52.678,13;17.003,20;96,29;287,00;70.064,62;8.828,14;12.60%;3.944,64;5.0%;6.630,15;1.471,36;2.1%;6.761,23;9.65%;0,00;104.172,77;10.417,28;10.0%;29,76;3.500,00;1.264,00;0,00;109.381,41
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;1057340;NOME COMERCIAL: INULINA EM PÓ   INULINA É UM FRUTANO, POLISSACARÍDEO DA FRUTOSE COM UMA UNIDADE DE GLICOSE TERMINAL. DE ORIGEM VEGETAL, ESTE POLÍMERO É INDUSTRIALMENTE EXTRAÍDO DAS RAÍZES DA CHICÓRIA   CAS: 9005-80-5   EINECS (EC#): 232-684-3   FÓRMULA MOLECULAR: C6NH10N+2O5N+1   PESO MOLECULAR: VARIÁVEL   ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A INULINA É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06-08-2010.;11082000;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;INNER MONGOLIA WEINIHAO BIOTECHNOLOGY CO., LTD.;3.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;53.641,24;820,72;272,11;0,00;54.734,07;4.378,72;8.00%;0,00;0.0%;675,20;1.149,41;2.1%;5.281,83;9.65%;0,00;73.576,92;7.357,69;10.0%;24,53;3.000,00;0,00;0,00;73.576,92
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;1128171;"NOME COMERCIAL: FOSFATO TRICÁLCICO   FOSFATO TRICÁLCICO É O NOME GENÉRICO DO SAL DE CÁLCIO DE ÁCIDO FOSFÓRICO COM A FÓRMULA QUÍMICA GENÉRICA CA3(PO4)2   NOME IUPAC: TRICALCIUM BIS(PHOSPHATE)   SINÔNIMOS: FOSFATO DE CÁLCIO TRIBÁSICO; FOSFATO DE CÁLCIO PRECIPITADO - CAS: 7758-87-4   EINECS (EC#): 233-283-6   INS: 341(III)   FÓRMULA MOLECULAR: CA3(PO4)2    PESO MOLECULAR: 310,18 G/MOL   ASPECTO FÍSICO: PÓ BRANCO, FINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   O FOSFATO TRICÁLCICO É UTILIZADO PRINCIPALMENTE COMO ANTIUMECTANTE E AGENTE TAMPONANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";28352600;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;JIANGSU KOLOD FOOD INGREDIENTS CO., LTD;1.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;5.417,28;273,57;27,50;0,00;5.718,35;457,46;8.00%;0,00;0.0%;68,36;120,08;2.1%;551,81;9.65%;0,00;7.684,52;768,45;10.0%;7,68;1.000,00;0,00;0,00;7.684,52
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;ACIDO FUMARICO;"NOME COMERCIAL: ÁCIDO FUMÁRICO SOLÚVEL EM ÁGUA QUENTE (HWS = HOT WATER SOLUBLE) - ÁCIDO FUMÁRICO É UM ÁCIDO DICARBOXÍLICO, INSATURADO, DE CADEIA NORMAL, TAMBÉM CONHECIDO COMO ÁCIDO DONÍTICO, QUE APRESENTA FÓRMULA ESTRUTURAL HOOC - CH = CH - COOH - NOME QUÍMICO: TRANS-BUTENEDIOIC ACID, TRANS-1,2-ETHYLENE-DICARBOXYLIC ACID - SINÔNIMOS: FA; TMEDA; U-1149; FUMARIC; NSC-2752; FEMA 2488; FUMARSURE; FUMARSAEURE; BOLETICACID; FUMARIC ACID - CAS: 110-17-8 - INS: 297 - EINECS: 203-743-0 - FEMA: 2488 - FÓRMULA MOLECULAR: C4H4O4 - PESO MOLECULAR: 116,07 G/MOL - ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. PRODUTO ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ÁCIDO FUMÁRICO É UTILIZADO PRINCIPALMENTE COMO ACIDULANTE / REGULADOR DE ACIDEZ EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29171930;3;ACIDO FUMARICO;NANJING JOYFUL IMP. / EXP. CO., LTD;JIAODA RISING WEINAN CHEMICAL TECHNOLOGY CO., LTD;2.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;15.313,51;547,15;77,70;0,00;15.938,36;1.530,08;9.60%;0,00;0.0%;193,03;334,70;2.1%;1.538,04;9.65%;0,00;21.704,68;2.170,47;10.0%;10,85;2.000,00;0,00;0,00;21.704,68
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;1128117;NOME COMERCIAL: ÁCIDO MÁLICO PÓ GRAU ALIMENTÍCIO. O ÁCIDO MÁLICO PERTENCE AO GRUPO DOS ÁCIDOS CARBOXÍLICOS, ENCONTRADO NATURALMENTE EM FRUTAS COMO A MAÇÃ E A PÊRA.  - NOME IUPAC: 2-HYDROXYBUTANEDIOIC ACID - SINÔNIMOS: DL-MALIC ACID, HYDROXYSUCCINIC ACID - FEMA 2655 - CAS: 6915-15-7  -  EINECS (EC#): 230-022-8 - JECFA#: 619 - INS: 296 - FÓRMULA MOLECULAR: C4H6O5 - PESO MOLECULAR: 134.09 G/MOL - ESTADO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ÁCIDO MÁLICO É UTILIZADO PRINCIPALMENTE COMO ACIDULANTE E AROMATIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29181990;4;;NANJING JOYFUL IMP. / EXP. CO., LTD;CHANGMAO BIOCHEMICAL ENGINEERING CO., LTD;5.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;43.882,51;1.367,87;222,59;0,00;45.472,96;0,00;0.00%;0,00;0.0%;552,98;954,93;2.1%;4.388,13;9.65%;0,00;57.076,67;5.707,67;10.0%;11,42;5.000,00;0,00;0,00;57.076,67
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;VH00000069;NOME COMERCIAL: GLICINA EM PÓ GRAU ALIMENTÍCIO - GLICINA É UM AMINOÁCIDO SIMPLES E NÃO ESSENCIAL OBTIDO COMERCIALMENTE POR SÍNTESE QUÍMICA OU PELA HIDRÓLISE DE PROTEÍNAS - NOME IUPAC: ÁCIDO 2-AMINOACÉTICO - SINÔNIMOS: ÁCIDO AMINOETANÓICO - CAS: 56-40-6 - EINECS (EC#): 200-272-2 - FÓRMULA MOLECULAR: C2H5NO2 - PESO MOLECULAR: 75,07 G/MOL - ESTADO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO - A GLICINA É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM SUPLEMENTOS NUTRICIONAIS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29224910;5;;NANJING JOYFUL IMP. / EXP. CO., LTD;HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD;5.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;42.421,97;1.367,87;215,20;0,00;44.005,03;0,00;0.00%;0,00;0.0%;534,61;924,10;2.1%;4.246,48;9.65%;0,00;55.233,58;5.523,36;10.0%;11,05;5.000,00;0,00;0,00;55.233,58
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;1008251;"NOME COMERCIAL: L-LEUCINA. A L-LEUCINA É UM AMINOÁCIDO ESSENCIAL (QUE NÃO É PRODUZIDO PELO CORPO HUMANO, SENDO NECESSÁRIA SUA INGESTÃO VIA DIETA OU SUPLEMENTOS) DE CADEIA RAMIFICADA, IMPORTANTE NA FORMAÇÃO DA HEMOGLOBINA, SÍNTESE DE PROTEÍNAS E MUITAS FUNÇÕES METABÓLICAS. É ENCONTRADA NATURALMENTE EM MUITAS PROTEÍNAS E PLANTAS, COMO FEIJÃO, SOJA, GIRASSOL, ALFARROBA, ESPINAFRE, TRIGO, LENTILHA ETC. NOME QUÍMICO: L-ISOLEUCINA - NOME IUPAC: (2S)-2-AMINO-4-METHYLPENTANOIC ACID SINÔNIMOS: (S)-2-AMINO-4-METHYLVALERICACID ;1-LEUCINE;2-AMINO-4-METHYLPENTANOIC ACID;2-AMINO-4-METHYLPENTANOICACID ;2-AMINO-4-METHYL-VALERICACI ;4-METHYL-L-NORVALIN ;4-METHYL-NORVALIN ;ALPHA-AMINO-GAMMA-METHYLVALERIC ACID - CAS: 61-90-5 - EINECS (EC#): 200-522-0 INS: 641 FÓRMULA MOLECULAR: C6H13NO2 FEMA: 3297 - PESO MOLECULAR: 131,17 G/MOL A L-ISOLEUCINA É FABRICADA COMERCIALMENTE A PARTIR DA FERMENTAÇÃO DE CARBOIDRATOS E É UTILIZADA PRINCIPALMENTE COMO UM AMINOÁCIDO EM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224990;6;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG FUFENG BIOTECHNOLOGIES CO.,LTD.;1.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;36.136,95;273,57;183,30;0,00;36.593,81;0,00;0.00%;0,00;0.0%;454,62;768,46;2.1%;3.531,29;9.65%;0,00;45.942,43;4.594,24;10.0%;45,94;1.000,00;0,00;0,00;45.942,43
105871;OCCT11224/23;SAP 00338;24/11/2023;23/2317352-8;4,893100;DISPROQUIMA BRASIL SA;1128000;NOME COMERCIAL: L-ARGININA BASE - L-ARGININA BASE É UM AMINOÁCIDO POLAR BÁSICO ENCONTRADO NATURALMENTE NO LEITE, IOGURTE, BACON, PRESUNTO, GELATINA, FRANGO, LAGOSTA, ATUM, CAMARÃO, SALMÃO, AMENDOIM, NOZ, AVELÃ, CASTANHA, AVEIA, GRANOLA, GÉRMEN DE TRIGO, SEMENTE DE GIRASSOL, ENTRE OUTROS - NOME: L-ARGININA - SINÔNIMOS: ÁCIDO 2-AMINO-5-GUANIDINO-PENTANÓICO, L-2-AMINOGUANIDINOVALERIC ACID - CAS: 74-79-3 - JECFA NR. 1438 - COE NR.: 11890 - FEMA NR. 3819 - FÓRMULA MOLECULAR: C6H14N4O2 - PESO MOLECULAR: 174,2 G/MOL - ASPECTO: PÓ BRANCO CRISTALINO - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - A L-ARGININA BASE É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM SUPLEMENTOS ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29224990;7;;NANJING JOYFUL IMP. / EXP. CO., LTD;HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD;1.000,000;5949-C3;QUILOGRAMA LIQUIDO;243727;25.183,01;273,57;127,76;0,00;25.584,34;0,00;0.00%;0,00;0.0%;316,89;0,00;0.0%;0,00;0.0%;0,00;28.779,14;2.877,91;10.0%;28,78;1.000,00;0,00;0,00;28.779,14
