PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
108365;OCCT13717/23;SAP 00352;2024-01-30;24/0226223-0;4,922500;DISPROQUIMA BRASIL SA;1057366;NOME COMERCIAL: CROSCARMELOSE SÓDICA HILOSE - A CROSCARMELOSE SÓDICA É UMA CARBOXIMETILCELULOSE COM LIGAÇÕES INTERNAS CRUZADAS - NOMES QUÍMICOS: CROSS-LINKED CARBOXYMETHYL CELLULOSE, CROSS-LINKED SODIUM CMC, CROSSLINKED CMC, CROSCARMELLOSE SODIUM, CROSS-LINKED CELLULOSE GUM - INS: 468 - CAS: 74811-65-7 - E-NUMBER 468 - FÓRMULA MOLECULAR: C6H7O2(OR1)(OR2)(OR3) - PESO MOLECULAR: VARIÁVEL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE. A CROSCARMELOSE SÓDICA É PRINCIPALMENTE USADA COMO SUPERDESINTEGRANTE EM COMPRIMIDOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39123111.0;3;;YUCMC CO.,;YUCMC CO.,;5,000;5949-C3;TONELADA;251765;64.484,75;3.058,30;85,95;0,00;67.629,00;8.521,25;12.60%;2.474,88;3.25%;1.230,99;1.420,20;2.1%;6.526,19;9.65%;0,00;94.808,48;9.480,85;10.0%;18.961,70;5.000,00;606,40;0,00;97.889,76
108851;OCCT14203/23;SAP 00360;2024-01-30;24/0225280-3;4,922500;DISPROQUIMA BRASIL SA;860396;NOME COMERCIAL: GOMA GUAR 5000 (200 MESH) AGRO GUMS -  GOMA GUAR É O NOME GENÉRICO DO POLISSACARÍDEO OBTIDO DAS SEMENTES DA PLANTA CYAMOPSIS TETRAGONOLOBUS (L.) TAUB. (FAM. LEGUMINOSAE). SINÔNIMOS: GUM CYAMOPSIS, GUAR FLOUR - CAS: 9000-30-0   A GOMA GUAR É COMPOSTA PRINCIPALMENTE DE POLISSACARÍDEOS DE ALTO PESO MOLECULAR (50.000   8.000.000 G/MOL) COMPOSTOS POR GALACTOMANANAS. PESO MOLECULAR E FÓRMULA MOLECULAR VARIÁVEIS. É UTILIZADA PRINCIPALMENTE COMO ESPESSANTE, ESTABILIZANTE E EMULSIFICANTE EM BEBIDAS E ALIMENTOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;13023220.0;1;;AGRO GUMS;AGRO GUMS;50,000;5949-C3;TONELADA;251837;399.674,02;10.084,73;1.023,88;0,00;410.782,63;0,00;0.00%;0,00;0.0%;6.965,93;8.626,43;2.1%;39.640,52;9.65%;0,00;517.795,01;51.779,50;10.0%;10.355,90;50.000,00;0,00;0,00;517.795,01
111026;OCCT00174/24;SAP 00365;2024-03-20;24/0604168-8;5,035200;DISPROQUIMA BRASIL SA;890221;NOME COMERCIAL: FRUTOSE CRISTALINA  FRUTOSE OU AÇÚCAR DAS FRUTAS É O NOME GENÉRICO DE UM DOS 3 MONOSSACARÍDEOS MAIS COMUNS DA NATUREZA. É ENCONTRADA NATURALMENTE EM MUITAS FRUTAS, MAS COMERCIALMENTE É PRODUZIDA GERALMENTE A PARTIR DO MILHO, CANA-DE-AÇÚCAR OU BETERRABA  NOME QUÍMICO IUPAC: (3S,4R,5R)-1,3,4,5,6-PENTAHYDROXYHEXAN-2-ONE  SINÔNIMOS: FRUIT SUGAR, LEVULOSE, D-FRUCTOFURANOSE, D-FRUCTOSE, D-ARABINO-HEXULOSE - CAS: 57-48-7  EINECS (EC#): 200-333-3 FÓRMULA MOLECULAR: C6H12O6  PESO MOLECULAR: 180.16 G/MOL ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO  A FRUTOSE É UTILIZADA PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS (ESTE PRODUTO NÃO SERÁ DESTINADO AO CONSUMO HUMANO DIRETO). PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;17025000.0;1;;TAT NISASTA SANAYI VE TICARET A.S.;TAT NISASTA SANAYI VE TICARET A.S.;27.500,000;5949-C3;QUILOGRAMA LIQUIDO;257277;157.883,58;6.075,12;125,88;0,00;164.084,58;23.628,17;14.40%;0,00;0.0%;13.830,84;3.445,77;2.1%;15.834,16;9.65%;0,00;245.359,47;24.535,95;10.0%;8,92;27.500,00;0,00;0,00;245.359,47
114208;OCCT03356/24;SAP 00366;2024-04-01;24/0684294-0;4,996200;DISPROQUIMA BRASIL SA;1010760;NOME COMERCIAL: TRIGLICERÍDEOS DE CADEIA MÉDIA 70% MCT6040 POWDER S02 (VEGANO) - É UMA MISTURA DE TRIGLICERÍDEOS DE ÁCIDOS GRAXOS SATURADOS COM CONCENTRAÇÃO MÍNIMA DE 70% EM TRIGLICERÍDEOS DE CADEIA MÉDIA EM BASE SECA, DOS QUAIS NO MÍNIMO 95% DE TRIGLICERÍDEOS C8H16O2 (ÁCIDO CAPRÍLICO) E C10H20O2 (ÁCIDO CÁPRICO) NO TOTAL DE ÁCIDOS GRAXOS. OS ÁCIDOS GRAXOS SÃO DERIVADOS DE ÓLEO DE PALMA - PESO MOLECULAR: VARIÁVEL - ASPECTO: PÓ BRANCO OU AMARELADO. ACONDICIONADO EM CAIXA DE 20 KG PESO LÍQUIDO. OS TRIGLICERÍDEOS DE CADEIA MÉDIA SÃO UTILIZADOS PRINCIPALMENTE EM SUPLEMENTOS COMO FONTE DE ENERGIA RÁPIDA PARA AS CÉLULAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;21069090.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;QINGDAO SEAWIT LIFE SCIENCE CO., LTD;1.000,000;5949-C3;QUILOGRAMA LIQUIDO;258400;37.777,30;403,44;41,14;0,00;38.221,88;5.503,95;14.40%;0,00;0.0%;411,18;802,66;2.1%;3.688,41;9.65%;0,00;54.031,20;5.403,12;10.0%;54,03;1.000,00;0,00;0,00;54.031,20
114208;OCCT03356/24;SAP 00366;2024-04-01;24/0684294-0;4,996200;DISPROQUIMA BRASIL SA;ACIDO FUMARICO;"NOME COMERCIAL: ÁCIDO FUMÁRICO SOLÚVEL EM ÁGUA QUENTE (HWS = HOT WATER SOLUBLE) - ÁCIDO FUMÁRICO É UM ÁCIDO DICARBOXÍLICO, INSATURADO, DE CADEIA NORMAL, TAMBÉM CONHECIDO COMO ÁCIDO DONÍTICO, QUE APRESENTA FÓRMULA ESTRUTURAL HOOC - CH = CH - COOH - NOME QUÍMICO: TRANS-BUTENEDIOIC ACID, TRANS-1,2-ETHYLENE-DICARBOXYLIC ACID - SINÔNIMOS: FA; TMEDA; U-1149; FUMARIC; NSC-2752; FEMA 2488; FUMARSURE; FUMARSAEURE; BOLETICACID; FUMARIC ACID - CAS: 110-17-8 - INS: 297 - EINECS: 203-743-0 - FEMA: 2488 - FÓRMULA MOLECULAR: C4H4O4 - PESO MOLECULAR: 116,07 G/MOL - ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. PRODUTO ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ÁCIDO FUMÁRICO É UTILIZADO PRINCIPALMENTE COMO ACIDULANTE / REGULADOR DE ACIDEZ EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29171930.0;2;ACIDO FUMARICO;NANJING JOYFUL IMP. / EXP. CO., LTD;CHANGMAO BIOCHEMICAL ENGINEERING CO., LTD;9.000,000;5949-C3;QUILOGRAMA LIQUIDO;258400;49.203,53;3.631,04;53,61;0,00;52.888,18;5.711,92;10.80%;0,00;0.0%;536,85;1.110,65;2.1%;5.103,70;9.65%;0,00;72.612,55;7.261,26;10.0%;8,07;9.000,00;0,00;0,00;72.612,55
114245;OCCT03393/24;NACIONALIZAÇÃO - SAP 00371;2024-04-23;24/0863685-9;5,204300;DISPROQUIMA BRASIL SA;1254892;"NOME COMERCIAL: ÁCIDO GLUCÔNICO 50% (SOLUÇÃO AQUOSA) - A ESTRUTURA QUÍMICA DO ÁCIDO GLUCÓNICO CONSISTE EM UMA CADEIA DE 6 CARBONOS COM 5 GRUPOS HIDROXILA TERMINANDO EM UM ÁCIDO CARBOXÍLICO. OCORRE NATURALMENTE EM FRUTAS, MEL E VINHO - NOME IUPAC: (2R,3S,4R,5R)-2,3,4,5,6-PENTAHIDROXIHEXANÓICO - SINÔNIMOS: D-GLUCONIC ACID; DEXTRONIC ACID; MALTONIC ACID - CAS: 526-95-4 - EC#: 208-401-4 - FÓRMULA MOLECULAR: C6H12O7 - PESO MOLECULAR: 196.16 G/MOL - ESTADO FÍSICO: LÍQUIDO XAROPOSO CONTENDO 50% DE ÁCIDO GLUCÔNICO, COR TRANSPARENTE A AMARELADA - ACONDICIONADO EM TAMBORES DE 250 KG PESO LÍQUIDO - O ÁCIDO GLUCÔNICO É UTILIZADO PRINCIPALMENTE COMO REGULADOR DE ACIDEZ OU AGENTE QUELANTE DE ÍONS COMO CÁLCIO, FERRO ETC. - PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29181690.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;DEZHOU HUAYUAN ECO-TECHNOLOGY CO., LTD;5.000,000;5949-C3;QUILOGRAMA LIQUIDO;261139;21.381,87;2.449,92;25,03;0,00;23.856,82;2.576,53;10.80%;0,00;0.0%;2.437,13;500,99;2.1%;2.302,18;9.65%;0,00;35.192,95;3.519,30;10.0%;7,04;5.000,00;0,00;0,00;35.192,95
114245;OCCT03393/24;NACIONALIZAÇÃO - SAP 00371;2024-04-23;24/0863685-9;5,204300;DISPROQUIMA BRASIL SA;803562;NOME COMERCIAL: ÁCIDO MÁLICO PÓ GRAU ALIMENTÍCIO. O ÁCIDO MÁLICO PERTENCE AO GRUPO DOS ÁCIDOS CARBOXÍLICOS, ENCONTRADO NATURALMENTE EM FRUTAS COMO A MAÇÃ E A PÊRA.  - NOME IUPAC: 2-HYDROXYBUTANEDIOIC ACID - SINÔNIMOS: DL-MALIC ACID, HYDROXYSUCCINIC ACID - FEMA 2655 - CAS: 6915-15-7  -  EINECS (EC#): 230-022-8 - JECFA#: 619 - INS: 296 - FÓRMULA MOLECULAR: C4H6O5 - PESO MOLECULAR: 134.09 G/MOL - ESTADO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O ÁCIDO MÁLICO É UTILIZADO PRINCIPALMENTE COMO ACIDULANTE E AROMATIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29181990.0;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;CHANGMAO BIOCHEMICAL ENGINEERING CO., LTD;15.000,000;5949-C3;QUILOGRAMALIQUIDO;261139;124.574,65;7.349,77;145,98;0,00;132.070,40;0,00;0.00%;0,00;0.0%;14.190,66;2.773,47;2.1%;12.744,78;9.65%;0,00;179.754,80;17.975,48;10.0%;11,98;15.000,00;0,00;0,00;179.754,80
117017;OCCT06165/24;SAP 00380;2024-07-29;24/1608843-1;5,646500;DISPROQUIMA BRASIL SA;775422;"NOME COMERCIAL: TAURINA (EM PÓ)   TAURINA É O NOME GENÉRICO DE UM COMPOSTO ORGÂNICO (AMINOÁCIDO SULFURADO, NÃO ESENCIAL) LARGAMENTE PRESENTE NOS TECIDOS ANIMAIS (CÉREBRO, RINS ETC.)   NOMES QUÍMICOS: TAURINA, 2-AMINOETHANESULFONIC ACID    SINÔNIMOS: TAURINE; 2-AMINO-ETHANESULFONICACI ; 2-SULFOETHYLAMINE; AMINOETHANESULFONIC ACID; BETA-AMINOETHYLSULFONIC ACID; ETHANESULFONIC ACID, 2-AMINO-;ETHANESULFONICACID,2-AMINO - CAS: 107-35-7   EINECS (EC#): 203-483-8   FEMA: 3813 - FÓRMULA MOLECULAR: C2H7NO3S   PESO MOLECULAR: 125,15 G/MOL   ASPECTO FÍSICO: PÓ BRANCO OU OFF-WHITE, CRISTALINO - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO   A TAURINA É UTILIZADA PRINCIPALMENTE EM BEBIDAS ENERGÉTICAS DEVIDO AO SEU EFEITO DESINTOXICADOR, FACILITANDO A EXCREÇÃO DE SUBSTÂNCIAS QUE NÃO SÃO MAIS IMPORTANTES PARA O CORPO PELO FÍGADO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29211999.0;1;;SINOPHARM INTERNATIONAL HONGKONG LIMITED;QIANJIANG YONGAN PHARMACEUTICAL CO., LTD;19.000,000;5949-C3;QUILOGRAMALIQUIDO;272679;168.435,10;36.069,84;251,72;0,00;204.756,66;0,00;0.00%;0,00;0.0%;10.945,61;4.299,88;2.1%;19.759,01;9.65%;0,00;266.401,29;26.640,13;10.0%;14,02;19.000,00;0,00;0,00;266.401,29
120259;OCCT09407/24;SAP 00402;2024-08-27;24/1849654-5;5,492100;DISPROQUIMA BRASIL SA;1094260;"NOME COMERCIAL: SORBATO DE POTÁSSIO GRANULAR   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ/GRANULADO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911.0;1;;3A (SHANGHAI) LIFE SCIENCE CO., LTD;NANTONG HONGXIN CHEMICAL CO LTD.;22.500,000;5949-C3;QUILOGRAMA LIQUIDO;276053;278.037,56;48.454,95;393,84;0,00;326.886,35;35.303,72;10.80%;0,00;0.0%;7.423,66;6.864,61;2.1%;31.544,53;9.65%;0,00;453.358,75;45.335,88;10.0%;20,15;22.500,00;0,00;0,00;453.358,75
120259;OCCT09407/24;SAP 00402;2024-08-27;24/1849654-5;5,492100;DISPROQUIMA BRASIL SA;1123575;"NOME COMERCIAL: ACESSULFAME-K EM PÓ (ACESSULFAME DE POTÁSSIO)   ACESSULFAME-K É O NOME GENÉRICO DO SAL DE POTÁSSIO SINTÉTICO (EDULCORANTE ARTIFICIAL ) OBTIDO A PARTIR DE UM COMPOSTO ÁCIDO DA FAMÍLIA DO ÁCIDO ACÉTICO   NOMES QUÍMICOS: POTASSIUM SALT OF 6-METHYL-1,2,3-OXATHIAZINE-4(3H)-ONE-2,2-DIOXIDE; POTASSIUM SALT OF 3,4-DIHYDRO-6-METHYL-1,2,3-OXATHIAZINE-4-ONE-2,2-DIOXIDE   NOME IUPAC: POTASSIUM 6-METHYL-2,2-DIOXO-OXATHIAZIN-4-OLATE - SINÔNIMOS: ACESULFAME K, INS NR. 950 - CAS: 55589-62-3   EINECS (EC#): 259-715-3   INS: 950   FÓRMULA MOLECULAR: C4H4KNO4S    PESO MOLECULAR: 201.24 G/MOL    ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE, CRISTALINO. ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO. O ACESSULFAME-K É UTILIZADO COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29349999.0;3;;3A (SHANGHAI) LIFE SCIENCE CO., LTD;NANTONG HONGXIN CHEMICAL CO LTD.;23.000,000;5949-C3;QUILOGRAMA LIQUIDO;276053;517.905,03;49.531,71;733,63;0,00;568.170,38;0,00;0.00%;0,00;0.0%;13.828,17;11.931,57;2.1%;54.828,43;9.65%;0,00;720.842,83;72.084,28;10.0%;31,34;23.000,00;0,00;0,00;720.842,83
117997;OCCT07145/24;SAP 00391;2024-08-27;24/1849498-4;5,492100;DISPROQUIMA BRASIL SA;885379;NOME COMERCIAL: POLIDEXTROSE TIPO 2 EM PÓ - POLIDEXTROSE É O NOME GENÉRICO DO POLÍMERO COM LIGAÇÕES RANDÔMICAS OBTIDO PELA CONDENSAÇÃO DE DEXTROSE, ÁCIDO CÍTRICO E SORBITOL - CAS: 68424-04-4 - EINECS (EC#): 232-536-8 - INS: 1200 - FÓRMULA MOLECULAR: (C6H10O5)N - PESO MOLECULAR: VARIÁVEL, PORÉM MENOR QUE 22000 G/MOL - ASPECTO: PÓ FINO, DE COLORAÇÃO BRANCA OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A POLIDEXTROSE É UTILIZADA PRINCIPALMENTE COMO FIBRA DIETÉTICA SOLÚVEL, AGENTE DE CORPO, ESPESSANTE OU ESTABILIZANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;39071041.0;3;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;10.000,000;5949-C3;QUILOGRAMA LIQUIDO;275986;63.982,97;20.568,02;91,11;0,00;84.642,10;0,00;0.00%;2.750,86;3.25%;3.231,55;1.777,48;2.1%;8.167,95;9.65%;0,00;108.687,87;10.868,79;10.0%;10,87;10.000,00;781,50;0,00;112.220,23
117997;OCCT07145/24;SAP 00391;2024-08-27;24/1849498-4;5,492100;DISPROQUIMA BRASIL SA;1342494;NOME COMERCIAL: DEXTRINA RESISTENTE PÓ (ORIGEM DE TAPIOCA) - DEXTRINA RESISTENTE É O NOME GENÉRICO DA FIBRA DIETÉTICA SOLÚVEL EM ÁGUA OBTIDA A PARTIR DA HIDRÓLISE ÁCIDA E A QUENTE DO AMIDO DE TAPIOCA E POSTERIOR FORMAÇÃO DE MOLÉCULAS MENORES E COM NOVAS LIGAÇÕES QUÍMICAS. CONCENTRAÇÃO MÍNIMA DE 90% DE DEXTRINA RESISTENTE EM BASE SECA - NOME: DEXTRINA RESISTENTE - SINÔNIMOS: FIBRA SOLÚVEL DE TAPIOCA - CAS: 9004-53-9 - EINECS (EC#): 232-675-4 - FÓRMULA MOLECULAR: VARIÁVEL - PESO MOLECULAR: VARIÁVEL - ASPECTO: PÓ BRANCO A LEVEMENTE AMARELADO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A DEXTRINA RESISTENTE É UTILIZADA PRINCIPALMENTE COMO FONTE DE FIBRA SOLÚVEL EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;35051000.0;2;;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;100,000;5949-C3;QUILOGRAMA LIQUIDO;275986;2.416,52;205,68;3,46;0,00;2.625,66;330,83;12.60%;0,00;0.0%;122,05;55,13;2.1%;253,37;9.65%;0,00;3.763,38;376,34;10.0%;37,63;100,00;0,00;0,00;3.763,38
120259;OCCT09407/24;SAP 00402;2024-08-27;24/1849654-5;5,492100;DISPROQUIMA BRASIL SA;383691;"NOME COMERCIAL: ÁCIDO SÓRBICO - ÁCIDO SÓRBICO OU ÁCIDO 2,4-HEXADIENÓICO É O NOME GENÉRICO DE UM COMPOSTO ORGÂNICO ENCONTRADO NA NATUREZA E UTILIZADO COMO CONSERVANTE ALIMENTAR. FOI ISOLADO PELA PRIMEIRA VEZ A PARTIR DOS FRUTOS IMATUROS DA SORVEIRA OU TRAMAZEIRA (SORBUS AUCUPARIA), DE ONDE PROVÉM SEU NOME - NOMES QUÍMICOS: ÁCIDO SÓRBICO; SORBIC ACID; (E,E)-2,4-HEXADIENOIC ACID; 2-PROPENYLACRYLIC ACID - CAS: 110-44-1 - EINECS (EC#): 203-768-7 - INS: 200 - FEMA: 3921- JECFA NUMBER: 1176 - FÓRMULA MOLECULAR: C6H8O2 - PESO MOLECULAR: 112,12 G/MOL - ASPECTO FÍSICO: PÓ CRISTALINO DE COR BRANCA OU OFF-WHITE - O ÁCIDO SÓRBICO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161919.0;2;;3A (SHANGHAI) LIFE SCIENCE CO., LTD;NANTONG HONGXIN CHEMICAL CO LTD.;3.000,000;5949-C3;QUILOGRAMA LIQUIDO;276053;48.605,09;6.460,63;68,87;0,00;55.134,59;0,00;0.00%;0,00;0.0%;1.297,77;1.157,82;2.1%;5.320,48;9.65%;0,00;69.900,73;6.990,07;10.0%;23,30;3.000,00;0,00;0,00;69.900,73
118375;OCCT07523/24;SAP 00381;2024-09-04;24/1918611-6;5,622400;DISPROQUIMA BRASIL SA;1008333;"NOME COMERCIAL: L-GLUTAMINA É O AMINOÁCIDO LIVRE E NÃO ESSENCIAL MAIS ABUNDANTE NATURALMENTE NO TECIDO MUSCULAR. PRODUZIDO COMERCIALMENTE VIA FERMENTATIVA - NOME QUÍMICO: L-GLUTAMINA; IUPAC: L-GLUTAMINE (2S)-2-AMINO-4-CARBAMOYLBUTANOIC ACID FÓRMULA MOLECULAR C5H10N2O3 PESO MOLECULAR: 146,13 G/MOL CAS: 56-85-9 JECFA: 1430 FEMA: 3684 A L-GLUTAMINA É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM ALIMENTOS, BEBIDAS E SUPLEMENTOS NUTRICIONAIS/ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29224220.0;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG MEIHUA AMINO ACID CO.,LTD;3.005,000;5949-C3;QUILOGRAMA LIQUIDO;277119;111.678,01;4.222,98;139,49;0,00;116.040,49;8.354,91;7.20%;0,00;0.0%;4.573,81;0,00;0.0%;0,00;0.0%;0,00;143.299,12;14.329,91;10.0%;47,69;3.005,00;0,00;0,00;143.299,12
118375;OCCT07523/24;SAP 00381;2024-09-04;24/1918611-6;5,622400;DISPROQUIMA BRASIL SA;885360;"NOME COMERCIAL: L-LISINA HCL - A L-LISINA HCL É UMA FORMA UTILIZADA EM SUPLEMENTAÇÃO PARA ADMINISTRAR O AMINOÁCIDO ESSENCIAL LISINA - NOME: L-LISINA HIDROCLORETO - SINÔNIMOS: CLORIDRATO DE LISINA; LYSINE HYDROCHLORIDE; L-LYSINE.HCL;L-LYSINE MONOHYDROCHLORIDE,(S)-2,6-DIAMINOHEXANOIC ACID MONOHYDROCHLORIDE; - CAS: 657-27-2 - EINECS: 211-519-9 - FÓRMULA MOLECULAR:  C6H14N2O2.HCL - PESO MOLECULAR: 182,65 G/MOL - ASPECTO: PÓ BRANCO CRISTALINO - ACONDICIONADO EM SACOS DE 20 KG PESO LÍQUIDO - A L-LISINA HCL É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM SUPLEMENTOS ESPORTIVOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224110.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD;805,000;5949-C3;QUILOGRAMA LIQUIDO;277119;10.319,35;1.131,28;12,88;0,00;11.463,51;1.238,06;10.80%;0,00;0.0%;422,63;240,73;2.1%;1.106,22;9.65%;0,00;16.079,06;1.607,91;10.0%;19,97;805,00;0,00;0,00;16.079,06
118375;OCCT07523/24;SAP 00381;2024-09-04;24/1918611-6;5,622400;DISPROQUIMA BRASIL SA;1342496;"NOME COMERCIAL: L-TIROSINA PÓ - A TIROSINA É UM DOS 20 AMINOÁCIDOS QUE FAZEM PARTE DAS PROTEÍNAS. É UM AMINOÁCIDO NÃO ESSENCIAL, PODENDO SER SINTETIZADO PELO CORPO A PARTIR DA FENILALANINA. É ENCONTRADA NATURALMENTE EM ALIMENTOS PROTÉICOS COMO SOJA, FRANGO, PERU, PEIXE, AMENDOINS, AMÊNDOAS, ABACATES, PRODUTOS LÁCTEOS ETC. - NOME QUÍMICO: L-TIROSINA - NOME IUPAC: (2S)-2-AMINO-3-(4-HYDROXYPHENYL)PROPANOIC ACID - SINÔNIMOS: TYROSINE; TYROSIN; L-TYR-OH; L-TYROSIN; L-(-)-TYROSINE; L-TRYOSINE - CAS: 60-18-4 - EINECS: 200-460-4 - JECFA: 1434 - FEMA: 3736 - FÓRMULA MOLECULAR: C9H11NO3 - PESO MOLECULAR: 181.19 G/MOL - ESTADO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE - ACONDICIONADO EM BARRICAS DE 25 KG PESO LÍQUIDO - A TIROSINA É UTILIZADA PRINCIPALMENTE COMO FONTE DE AMINOÁCIDO EM SUPLEMENTOS E BEBIDAS NUTRICIONAIS - PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29225099.0;8;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG YANGCHENG BIOTECHNOLOGY CO., LTD;305,000;5949-C3;QUILOGRAMA LIQUIDO;277119;13.478,58;428,60;16,81;0,00;13.923,99;0,00;0.00%;0,00;0.0%;552,02;0,00;0.0%;0,00;0.0%;0,00;16.084,45;1.608,45;10.0%;52,74;305,00;0,00;0,00;16.084,45
